"createdAt","id","text","displayTextRangeStart","displayTextRangeEnd","source","isTruncated","inReplyToStatusId","inReplyToUserId","isFavorited","isRetweeted","favoriteCount","place__name","place__countryCode","place__id","place__country","place__placeType","place__url","place__fullName","place__boundingBoxType","place__boundingBoxCoordinates__latitude","place__boundingBoxCoordinates__longitude","inReplyToScreenName","retweetCount","isPossiblySensitive","lang","userMentionEntities__name","userMentionEntities__screenName","userMentionEntities__id","userMentionEntities__start","userMentionEntities__end","urlEntities__url","urlEntities__expandedURL","urlEntities__displayURL","urlEntities__start","urlEntities__end","mediaEntities__id","mediaEntities__url","mediaEntities__mediaURL","mediaEntities__mediaURLHttps","mediaEntities__expandedURL","mediaEntities__displayURL","mediaEntities__sizes__|","mediaEntities__sizes__|__width","mediaEntities__sizes__|__height","mediaEntities__sizes__|__resize","mediaEntities__type","mediaEntities__videoAspectRatioWidth","mediaEntities__videoAspectRatioHeight","mediaEntities__videoDurationMillis","mediaEntities__start","mediaEntities__end","hashtagEntities__text","hashtagEntities__start","hashtagEntities__end","currentUserRetweetId","user__id","user__name","user__screenName","user__location","user__description","user__descriptionURLEntities__url","user__descriptionURLEntities__expandedURL","user__descriptionURLEntities__displayURL","user__descriptionURLEntities__start","user__descriptionURLEntities__end","user__urlEntity__url","user__urlEntity__expandedURL","user__urlEntity__displayURL","user__urlEntity__start","user__urlEntity__end","user__isContributorsEnabled","user__profileImageUrl","user__profileImageUrlHttps","user__isDefaultProfileImage","user__url","user__isProtected","user__followersCount","user__profileBackgroundColor","user__profileTextColor","user__profileLinkColor","user__profileSidebarFillColor","user__profileSidebarBorderColor","user__profileUseBackgroundImage","user__isDefaultProfile","user__showAllInlineMedia","user__friendsCount","user__createdAt","user__favouritesCount","user__utcOffset","user__profileBackgroundImageUrl","user__profileBackgroundImageUrlHttps","user__profileBannerImageUrl","user__profileBackgroundTiled","user__lang","user__statusesCount","user__isGeoEnabled","user__isVerified","user__translator","user__listedCount","user__isFollowRequestSent","quotedStatusId"
"Oct 26, 2018 7:26:37 AM","1055782749804605443","""Judge waits to hear if sitting president can be sued before ruling on Trump Foundation""\n\n#NoOnesAboveTheLaw… https://t.co/mt3iWQM8ri","-1","-1","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","True","-1","-1","False","False","6","","","","","","","","","","","","6","False","en","","","","","","https://t.co/mt3iWQM8ri","https://twitter.com/i/web/status/1055782749804605443","twitter.com/i/web/status/1…","110","133","","","","","","","","","","","","","","","","","NoOnesAboveTheLaw","90","108","-1","847545582","HawkEye 2018💥","2HawkEye2018","Avengers Mansion NYC","Defender of #TheResistance ... #AvengersAssemble 💥 #HeroesResist 💥\ncant we all just get along ... peace ♼\n\nand I ❤ Waffles!! 🏹 #BlueWave","","","","","","","","","","","False","http://pbs.twimg.com/profile_images/1041746311807225859/_-gcSm1J_normal.jpg","https://pbs.twimg.com/profile_images/1041746311807225859/_-gcSm1J_normal.jpg","False","","False","30027","C0DEED","333333","1DA1F2","DDEEF6","C0DEED","True","True","False","15696","Sep 26, 2012 10:55:33 AM","141280","-1","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png","https://pbs.twimg.com/profile_banners/847545582/1516084350","False","en","101504","True","False","False","97","False","-1"
"Oct 26, 2018 7:14:57 AM","1055779814785867776","Judge waiting to hear if a sitting president can be sued before ruling Trump Foundation \n\n https://t.co/fyOg7pAk5t","-1","-1","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","False","-1","-1","False","False","1","","","","","","","","","","","","0","False","en","","","","","","https://t.co/fyOg7pAk5t","https://cnn.it/2EIQlve","cnn.it/2EIQlve","91","114","","","","","","","","","","","","","","","","","","","","-1","241983890","Mike Walker","New_Narrative","On the road","Former acting SecArmy & deputy FEMA director narrative on analyzing threats, managing hazards, countering radicalization & developing leaders","","","","","","","","","","","False","http://pbs.twimg.com/profile_images/1548673665/megaphone-kid-cropped_normal.jpg","https://pbs.twimg.com/profile_images/1548673665/megaphone-kid-cropped_normal.jpg","False","","False","6990","022330","333333","0084B4","C0DFEC","A8C7F7","True","False","False","22","Jan 23, 2011 12:07:48 PM","92","-1","http://abs.twimg.com/images/themes/theme15/bg.png","https://abs.twimg.com/images/themes/theme15/bg.png","https://pbs.twimg.com/profile_banners/241983890/1499189166","False","en","454462","False","False","False","514","False","-1"
"Oct 26, 2018 6:59:23 AM","1055775897066893315","Judge waits to hear if sitting president can be sued before ruling on Trump Foundation - CNNPolitics https://t.co/AVDwpgXcII","-1","-1","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","False","-1","-1","False","False","1","","","","","","","","","","","","0","False","en","","","","","","https://t.co/AVDwpgXcII","https://www.cnn.com/2018/10/25/politics/trump-foundation-lawsuit-wait/index.html","cnn.com/2018/10/25/pol…","101","124","","","","","","","","","","","","","","","","","","","","-1","4857443134","M.M.C.","metmgmt22","Washington, DC","Investigations, We will get Trump impeached... #standwithmueller #resist #muellerinvestigation #FBR #TheResistance #DemocraticParty #democrats #FBRParty","","","","","","https://t.co/9MnmKfA1am","http://www.factcheck.org","factcheck.org","0","23","False","http://pbs.twimg.com/profile_images/706420049121116161/dfkq8JgD_normal.jpg","https://pbs.twimg.com/profile_images/706420049121116161/dfkq8JgD_normal.jpg","False","https://t.co/9MnmKfA1am","False","3613","F5F8FA","333333","1DA1F2","DDEEF6","C0DEED","True","True","False","5009","Jan 28, 2016 9:26:43 AM","11044","-1","","","https://pbs.twimg.com/profile_banners/4857443134/1539673686","False","en","34540","True","False","False","41","False","-1"
"Oct 26, 2018 6:45:52 AM","1055772493292679168","Judge waits to hear if sitting president can be sued before ruling on Trump Foundation - CNNPolitics #SmartNews  Tr… https://t.co/CYvnzXJjKD","-1","-1","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","True","-1","-1","False","False","0","","","","","","","","","","","","0","False","en","","","","","","https://t.co/CYvnzXJjKD","https://twitter.com/i/web/status/1055772493292679168","twitter.com/i/web/status/1…","117","140","","","","","","","","","","","","","","","","","SmartNews","101","111","-1","2882583145","Kathleen","kpmaestas0989","","","","","","","","","","","","","False","http://pbs.twimg.com/profile_images/939228595922255872/VDXLpOek_normal.jpg","https://pbs.twimg.com/profile_images/939228595922255872/VDXLpOek_normal.jpg","False","","False","99","C0DEED","333333","1DA1F2","DDEEF6","C0DEED","True","True","False","637","Oct 29, 2014 4:46:01 PM","11881","-1","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png","","False","en","19508","True","False","False","8","False","-1"
"Oct 26, 2018 6:10:09 AM","1055763506912477184","Judge waits to hear if sitting president can be sued before ruling on Trump Foundation @CNN https://t.co/ZWMqNP4MbY","-1","-1","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","False","-1","-1","False","False","6","","","","","","","","","","","","14","False","en","CNN","CNN","759251","87","91","https://t.co/ZWMqNP4MbY","https://cnn.it/2JfdsfP","cnn.it/2JfdsfP","92","115","","","","","","","","","","","","","","","","","","","","-1","2814186879","Just me","JamieBabsLife","United States","Proud Member of ACLU\nProud Democract Animal Activist\n#TheResistance\n#HumanRights #AnimalRights #Impeach45 #45Resign #BLM\n#ProtectTheVote #VoteBlue #PrisonReform","","","","","","","","","","","False","http://pbs.twimg.com/profile_images/930435044740620288/nl0cABQa_normal.jpg","https://pbs.twimg.com/profile_images/930435044740620288/nl0cABQa_normal.jpg","False","","False","5708","C0DEED","333333","1DA1F2","DDEEF6","C0DEED","True","True","False","6223","Oct 7, 2014 10:32:52 AM","42118","-1","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png","https://pbs.twimg.com/profile_banners/2814186879/1503431947","False","en","64013","True","False","False","20","False","-1"
"Oct 26, 2018 6:10:04 AM","1055763483835346945","CNN Judge waits to hear if sitting president can be sued before ruling on Trump Foundation CNN New York (CNN) The j… https://t.co/fYuY9ICFnv","-1","-1","<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","True","-1","-1","False","False","0","","","","","","","","","","","","0","False","en","","","","","","https://t.co/fYuY9ICFnv","https://twitter.com/i/web/status/1055763483835346945","twitter.com/i/web/status/1…","117","140","","","","","","","","","","","","","","","","","","","","-1","1450735369","US Live News","USLiveNews","","","","","","","","","","","","","False","http://pbs.twimg.com/profile_images/3697862484/e90437e10a6a6e3ea5e7d5b46f7c8de8_normal.png","https://pbs.twimg.com/profile_images/3697862484/e90437e10a6a6e3ea5e7d5b46f7c8de8_normal.png","False","","False","278","C0DEED","333333","0084B4","DDEEF6","FFFFFF","True","False","False","99","May 23, 2013 2:37:33 AM","0","-1","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png","https://pbs.twimg.com/profile_banners/1450735369/1369294647","True","en","78411","False","False","False","29","False","-1"
"Oct 26, 2018 5:48:03 AM","1055757942320979968","https://t.co/ShtvfgXJbO","-1","-1","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","False","-1","-1","False","False","0","","","","","","","","","","","","0","False","und","","","","","","https://t.co/ShtvfgXJbO","https://www.cnn.com/2018/10/25/politics/trump-foundation-lawsuit-wait/index.html","cnn.com/2018/10/25/pol…","0","23","","","","","","","","","","","","","","","","","","","","-1","777254970307600384","RebeccaB","sunrisethankful","","Every sunrise brings new opportunities to make this journey called life count. This is a personal account. Opinions are my own. I don’t reply to DMs.","","","","","","","","","","","False","http://pbs.twimg.com/profile_images/1052724311868526592/eHcTXRWV_normal.jpg","https://pbs.twimg.com/profile_images/1052724311868526592/eHcTXRWV_normal.jpg","False","","False","271","F5F8FA","333333","1DA1F2","DDEEF6","C0DEED","True","True","False","1010","Sep 17, 2016 5:16:40 PM","1481","-1","","","https://pbs.twimg.com/profile_banners/777254970307600384/1508891938","False","en","1956","True","False","False","0","False","-1"
"Oct 26, 2018 4:34:59 AM","1055739557704949760","Judge waits to hear if sitting president can be sued before ruling on Trump Foundation @CNN https://t.co/LqlQP067dZ","-1","-1","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","False","-1","-1","False","False","1","","","","","","","","","","","","0","False","en","CNN","CNN","759251","87","91","https://t.co/LqlQP067dZ","https://cnn.it/2JfdsfP","cnn.it/2JfdsfP","92","115","","","","","","","","","","","","","","","","","","","","-1","822712505390632960","Tam Huntley","TammyHuntley69","British Columbia, Canada","Proud member of the resistance!","","","","","","","","","","","False","http://pbs.twimg.com/profile_images/823063434006646784/D5ralW_6_normal.jpg","https://pbs.twimg.com/profile_images/823063434006646784/D5ralW_6_normal.jpg","False","","False","1203","F5F8FA","333333","1DA1F2","DDEEF6","C0DEED","True","True","False","1440","Jan 21, 2017 2:48:41 AM","40738","-1","","","https://pbs.twimg.com/profile_banners/822712505390632960/1484986865","False","en","59347","False","False","False","6","False","-1"
"Oct 26, 2018 4:33:28 AM","1055739173947097088","Judge waits to hear if sitting president can be sued before ruling on Trump Foundation @CNNPolitics… https://t.co/WQBNG4f95a","-1","-1","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","True","-1","-1","False","False","1","","","","","","","","","","","","1","False","en","CNN Politics","CNNPolitics","13850422","87","99","https://t.co/WQBNG4f95a","https://twitter.com/i/web/status/1055739173947097088","twitter.com/i/web/status/1…","101","124","","","","","","","","","","","","","","","","","","","","-1","956834299197583360","Anastasia Karna","anastasia_karna","California, USA","Wife of an Oral Facial Pain Specialist and DDS, proud Mom of an MD, retired airline employee, true friend, political junkie caring about the USA and the 99 0/0.","","","","","","","","","","","False","http://pbs.twimg.com/profile_images/981472376620658689/E_n9-jG9_normal.jpg","https://pbs.twimg.com/profile_images/981472376620658689/E_n9-jG9_normal.jpg","False","","False","103","000000","000000","981CEB","000000","000000","False","False","False","206","Jan 26, 2018 5:20:48 AM","1085","-1","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png","https://pbs.twimg.com/profile_banners/956834299197583360/1531257191","False","en","2067","True","False","False","0","False","-1"
"Oct 26, 2018 4:28:05 AM","1055737817974878213","The judge overseeing the New York AG's lawsuit against the Trump Foundation suggested she will wait until an appeal… https://t.co/maiuSvfHMG","-1","-1","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","True","-1","-1","False","False","101","","","","","","","","","","","","60","False","en","","","","","","https://t.co/maiuSvfHMG","https://twitter.com/i/web/status/1055737817974878213","twitter.com/i/web/status/1…","117","140","","","","","","","","","","","","","","","","","","","","-1","759251","CNN","CNN","","It’s our job to #GoThere & tell the most difficult stories. Join us! For more breaking news updates follow @CNNBRK  & Download our app 📲https://t.co/Xgo5kjIt8c","https://t.co/Xgo5kjIt8c","http://cnn.it/apps","cnn.it/apps","136","159","http://t.co/IaghNW8Xm2","http://www.cnn.com","cnn.com","0","22","False","http://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png","https://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png","False","http://t.co/IaghNW8Xm2","False","40825108","323232","000000","004287","EEEEEE","000000","False","False","False","1114","Feb 8, 2007 7:35:02 PM","1452","-1","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png","https://pbs.twimg.com/profile_banners/759251/1508752874","False","en","208884","True","True","False","135685","False","-1"
"Oct 26, 2018 4:26:47 AM","1055737494485061633","Judge waits to hear if sitting president can be sued before ruling on Trump Foundation - CNN https://t.co/hJ3kVhkCQz","-1","-1","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","False","-1","-1","False","False","0","","","","","","","","","","","","0","False","en","","","","","","https://t.co/hJ3kVhkCQz","https://ift.tt/2OREAHC","ift.tt/2OREAHC","93","116","","","","","","","","","","","","","","","","","","","","-1","1967626670","Gonzalo Wolfred","GonzaloWolfred","Green Bay,WI,US","Where ever you go... there you are. Going day by day... so let's see where it takes me! Namaste.","","","","","","","","","","","False","http://pbs.twimg.com/profile_images/432977822798209024/iNYbaLVK_normal.jpeg","https://pbs.twimg.com/profile_images/432977822798209024/iNYbaLVK_normal.jpeg","False","","False","115","BADFCD","0C3E53","FF0000","FFF7CC","F2E195","True","False","False","0","Oct 17, 2013 5:29:40 PM","0","-1","http://abs.twimg.com/images/themes/theme12/bg.gif","https://abs.twimg.com/images/themes/theme12/bg.gif","","False","en","222268","False","False","False","74","False","-1"
"Oct 26, 2018 4:22:47 AM","1055736487659094018","Judge waits to hear if sitting president can be sued before ruling on Trump Foundation https://t.co/uIUVaYYRaG","-1","-1","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","False","-1","-1","False","False","0","","","","","","","","","","","","0","False","en","","","","","","https://t.co/uIUVaYYRaG","https://www.cnn.com/2018/10/25/politics/trump-foundation-lawsuit-wait/index.html","cnn.com/2018/10/25/pol…","87","110","","","","","","","","","","","","","","","","","","","","-1","1573442438","AllNewsNetworks US","AllNewsNetUS","","","","","","","","","","","","","False","http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","True","","False","25","C0DEED","333333","1DA1F2","DDEEF6","C0DEED","True","True","False","11","Jul 6, 2013 2:59:24 PM","11","-1","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png","","False","en","70484","False","False","False","0","False","-1"
"Oct 26, 2018 3:54:49 AM","1055729446005682177","Judge waits to hear if sitting president can be sued before ruling on Trump Foundation https://t.co/u4wuJBQeJy","-1","-1","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","False","-1","-1","False","False","0","","","","","","","","","","","","0","False","en","","","","","","https://t.co/u4wuJBQeJy","https://www.cnn.com/2018/10/25/politics/trump-foundation-lawsuit-wait/index.html","cnn.com/2018/10/25/pol…","87","110","","","","","","","","","","","","","","","","","","","","-1","485239795","Eric Parker","c0mputerace","Glendale, AZ 85301-1429","We Are The Home of The Fifty ($50) Dollar Computer Repair !","","","","","","https://t.co/D5PcoZArXs","http://www.facebook.com/computerace.pro","facebook.com/computerace.pro","0","23","False","http://pbs.twimg.com/profile_images/562055981597614080/oBTnNWh__normal.jpeg","https://pbs.twimg.com/profile_images/562055981597614080/oBTnNWh__normal.jpeg","False","https://t.co/D5PcoZArXs","False","21","C0DEED","333333","1DA1F2","DDEEF6","C0DEED","True","True","False","177","Feb 6, 2012 7:19:03 PM","0","-1","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png","https://pbs.twimg.com/profile_banners/485239795/1422840118","False","en","3967","True","False","False","2","False","-1"
"Oct 26, 2018 3:14:57 AM","1055719414102806528","@ejane1208 https://t.co/0iEeotYWCq","-1","-1","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","False","1055668156306403328","2654251638","False","False","0","","","","","","","","","","","ejane1208","0","False","und","Emily","ejane1208","2654251638","0","10","https://t.co/0iEeotYWCq","https://www.cnn.com/2018/10/25/politics/trump-foundation-lawsuit-wait/index.html","cnn.com/2018/10/25/pol…","11","34","","","","","","","","","","","","","","","","","","","","-1","929201426","Katrina e'L","OK_HuRriCane","","Love life and never stop seeking truth. Live for the dream, where empathy and hope reign through the darkness..","","","","","","","","","","","False","http://pbs.twimg.com/profile_images/3530058439/e6e5c8e5872175f7e9c94f5de74aee51_normal.jpeg","https://pbs.twimg.com/profile_images/3530058439/e6e5c8e5872175f7e9c94f5de74aee51_normal.jpeg","False","","False","64","C0DEED","333333","1DA1F2","DDEEF6","C0DEED","True","True","False","457","Nov 6, 2012 2:24:49 AM","3431","-1","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png","https://pbs.twimg.com/profile_banners/929201426/1352187676","False","en","340","False","False","False","0","False","-1"
"Oct 26, 2018 3:03:39 AM","1055716571321053184","Judge waits to hear if sitting president can be sued before ruling on Trump Foundation @CNN https://t.co/xabIR0X180","-1","-1","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","False","-1","-1","False","False","0","","","","","","","","","","","","0","False","en","CNN","CNN","759251","87","91","https://t.co/xabIR0X180","https://cnn.it/2JfdsfP","cnn.it/2JfdsfP","92","115","","","","","","","","","","","","","","","","","","","","-1","972820757662253056","Shelli Drummer","ShelliDrummer4","Seattle, Washington","My mantra is a Quote by Cesar Chavez:  'Talk is cheap... It is the way we organize and use our lives every day that tells what we believe in...'","","","","","","","","","","","False","http://pbs.twimg.com/profile_images/975006790805962752/WnilNPy1_normal.jpg","https://pbs.twimg.com/profile_images/975006790805962752/WnilNPy1_normal.jpg","False","","False","116","F5F8FA","333333","1DA1F2","DDEEF6","C0DEED","True","True","False","212","Mar 11, 2018 9:05:17 AM","1024","-1","","","https://pbs.twimg.com/profile_banners/972820757662253056/1521294709","False","en","16169","False","False","False","2","False","-1"
"Oct 26, 2018 2:28:50 AM","1055707807998078976","Judge waits to hear if sitting president can be sued before ruling on Trump Foundation - CNNPolitics #SmartNews  https://t.co/G9wULtm5Qc","-1","-1","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","False","-1","-1","False","False","0","","","","","","","","","","","","0","False","en","","","","","","https://t.co/G9wULtm5Qc","https://www.cnn.com/2018/10/25/politics/trump-foundation-lawsuit-wait/index.html","cnn.com/2018/10/25/pol…","113","136","","","","","","","","","","","","","","","","","SmartNews","101","111","-1","991810566","Alethea and JUST-US","arlethapappas","California, USA","2 children's Books on Amazon including https://t.co/XIae5x1iul (Foul language and ignorance and all ❌ ‘s will be Blocked)","https://t.co/XIae5x1iul","http://about.me/alethea_pappas","about.me/alethea_pappas","39","62","https://t.co/QqeYxJNbV0","http://arlethapappas.wordpress.com","arlethapappas.wordpress.com","0","23","False","http://pbs.twimg.com/profile_images/822646649755467776/vFSnOj8n_normal.jpg","https://pbs.twimg.com/profile_images/822646649755467776/vFSnOj8n_normal.jpg","False","https://t.co/QqeYxJNbV0","False","1583","C0DEED","333333","1DA1F2","DDEEF6","C0DEED","True","True","False","1429","Dec 5, 2012 4:30:57 PM","45655","-1","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png","https://pbs.twimg.com/profile_banners/991810566/1449354061","False","en","71710","True","False","False","26","False","-1"
"Oct 26, 2018 2:25:02 AM","1055706853949272065","Judge waits to hear if sitting president can be sued before ruling on Trump Foundation @CNNPolitics https://t.co/NjzyaF5R5q","-1","-1","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","False","-1","-1","False","False","0","","","","","","","","","","","","0","False","en","CNN Politics","CNNPolitics","13850422","87","99","https://t.co/NjzyaF5R5q","https://cnn.it/2JfdsfP","cnn.it/2JfdsfP","100","123","","","","","","","","","","","","","","","","","","","","-1","712625179","Pbrowning02","pbrowning02","United States","","","","","","","","","","","","False","http://pbs.twimg.com/profile_images/1029810486441852934/BwKtipiP_normal.jpg","https://pbs.twimg.com/profile_images/1029810486441852934/BwKtipiP_normal.jpg","False","","False","343","000000","000000","1B95E0","000000","000000","False","False","False","476","Jul 23, 2012 11:43:03 AM","72104","-1","http://abs.twimg.com/images/themes/theme18/bg.gif","https://abs.twimg.com/images/themes/theme18/bg.gif","https://pbs.twimg.com/profile_banners/712625179/1532167088","False","en","88225","False","False","False","1","False","-1"
"Oct 26, 2018 2:18:37 AM","1055705237665640449","Judge waits to hear if sitting president can be sued before ruling on Trump Foundation\n\nhttps://t.co/CDTllH5VLi","-1","-1","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","False","-1","-1","False","False","1","Newark","US","694adcf0dd2558cb","United States","city","https://api.twitter.com/1.1/geo/id/694adcf0dd2558cb.json","Newark, CA","Polygon","37.4946345","-122.0731031","","1","False","en","","","","","","https://t.co/CDTllH5VLi","https://www.cnn.com/2018/10/25/politics/trump-foundation-lawsuit-wait/index.html","cnn.com/2018/10/25/pol…","88","111","","","","","","","","","","","","","","","","","","","","-1","1199596897","John Michael Medina","CcriderJohn","","I am a liberal and damn proud of it! I'm a true Christian! I care about the poor and seniors!","","","","","","","","","","","False","http://pbs.twimg.com/profile_images/3691548349/fd6e74392ef07ff47309d583d1cfa590_normal.png","https://pbs.twimg.com/profile_images/3691548349/fd6e74392ef07ff47309d583d1cfa590_normal.png","False","","False","8738","C0DEED","333333","1DA1F2","DDEEF6","C0DEED","True","True","False","9395","Feb 19, 2013 11:54:40 PM","9327","-1","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png","https://pbs.twimg.com/profile_banners/1199596897/1398323091","False","en","73142","True","False","False","121","False","-1"
"","","","","","","","","","","","","","","","","","","","","37.4946345","-121.987627","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","37.5634772","-121.987627","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","37.5634772","-122.0731031","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Oct 26, 2018 2:14:36 AM","1055704226054193152","Just one more problem when a conman uses his government position for profit, while scamming people with a fake char… https://t.co/WGOzHd8UsW","-1","-1","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","True","-1","-1","False","False","4","","","","","","","","","","","","4","False","en","","","","","","https://t.co/WGOzHd8UsW","https://twitter.com/i/web/status/1055704226054193152","twitter.com/i/web/status/1…","117","140","","","","","","","","","","","","","","","","","","","","-1","2382973171","When the cities burn down, we'll all be warm","WhenCitiesBurn","","""1)Those who agree with you are insane\n2)Those who do not agree with you are in power.” - Philip K. Dick\n#Atheist, #Liberal, #Resistance","","","","","","http://t.co/U0cF5ETtDW","http://www.facebook.com/wtcbdwabw","facebook.com/wtcbdwabw","0","22","False","http://pbs.twimg.com/profile_images/1045855243542646784/OXorglCn_normal.jpg","https://pbs.twimg.com/profile_images/1045855243542646784/OXorglCn_normal.jpg","False","http://t.co/U0cF5ETtDW","False","5629","000000","333333","1B95E0","DDEEF6","FFFFFF","True","False","False","5326","Mar 10, 2014 9:44:23 PM","9804","-1","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png","https://pbs.twimg.com/profile_banners/2382973171/1538972669","False","en","19616","False","False","False","12","False","-1"
"Oct 26, 2018 2:03:09 AM","1055701344982450181","HAVE WE EVER HAD A HIGH CRIMINALLY INVOLVEMENT OF A IN WH ACTING AS PRESIDENT ENORMOUS THREATS TO OPPOSITION ON EVE… https://t.co/bPECdDuWay","-1","-1","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","True","-1","-1","False","False","0","","","","","","","","","","","","0","False","en","","","","","","https://t.co/bPECdDuWay","https://twitter.com/i/web/status/1055701344982450181","twitter.com/i/web/status/1…","117","140","","","","","","","","","","","","","","","","","","","","-1","289112207","dmlew","DMAE2","","","","","","","","","","","","","False","http://pbs.twimg.com/profile_images/862487905435910144/hSxp4CQs_normal.jpg","https://pbs.twimg.com/profile_images/862487905435910144/hSxp4CQs_normal.jpg","False","","False","1077","C0DEED","333333","1DA1F2","DDEEF6","C0DEED","True","True","False","1885","Apr 27, 2011 9:39:24 PM","47479","-1","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png","","False","en","97880","False","False","False","16","False","-1"
"Oct 26, 2018 1:39:41 AM","1055695438324482048","Judge waits to hear if sitting president can be sued before ruling on Trump Foundation - CNNPolitics https://t.co/NU9OtdjHOf #SmartNews","-1","-1","<a href=""https://www.smartnews.com/"" rel=""nofollow"">SmartNews | スマートニュース</a>","False","-1","-1","False","False","0","","","","","","","","","","","","0","False","en","","","","","","https://t.co/NU9OtdjHOf","https://www.cnn.com/2018/10/25/politics/trump-foundation-lawsuit-wait/index.html","cnn.com/2018/10/25/pol…","101","124","","","","","","","","","","","","","","","","","SmartNews","125","135","-1","2882487414","Mary Cairns","ramothrider1","California","Bookworm and tv addict.","","","","","","","","","","","False","http://pbs.twimg.com/profile_images/528385087826452480/KhLNKzvx_normal.jpeg","https://pbs.twimg.com/profile_images/528385087826452480/KhLNKzvx_normal.jpeg","False","","False","142","C0DEED","333333","1DA1F2","DDEEF6","C0DEED","True","True","False","131","Oct 29, 2014 4:10:59 PM","10430","-1","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png","https://pbs.twimg.com/profile_banners/2882487414/1414812109","False","en","2884","False","False","False","1","False","-1"
